word,country,n,mean_lengths,n_strokes,H,H.scaled
ladder,Australia,2869,7.230651406755361,6.057162774485883,0.2894034760064262,0.38770773352450344
ladder,Brazil,2086,7.477277937290092,5.9865771812080535,0,0
ladder,Canada,4588,7.397372543320347,5.920226678291194,0.37176611070073806,0.3050650145815105
ladder,Czech Republic,1883,7.598654661736748,5.990440785979819,0,0
ladder,Finland,2045,8.892975980805124,5.997066014669927,0,0
ladder,France,1520,7.780356723038778,5.850657894736842,0,0
ladder,Germany,4359,7.597403072287222,5.868089011241111,0.37337581213074,0.305214206636998
ladder,Italy,1508,9.221599798421506,6.179708222811671,0,0
ladder,Netherlands,1503,7.1496697350945375,6.098469727212242,0,0
ladder,Philippines,1699,7.536391127943252,6.053560918187169,0,0
ladder,Poland,1636,7.450222197862728,6.133863080684597,0,0
ladder,Russia,2147,7.732947437696115,6.2664182580344665,0,0
ladder,Sweden,1897,8.020693157536858,6.14127569847127,0,0
ladder,United Kingdom,9610,7.398754140165337,5.852445369406868,0.2839302531383624,0.23366752483476605
ladder,United States,59372,7.501266699948126,5.8239574210065355,0.10356211527881648,0.08941185247009466
