word,country,n,mean_lengths,n_strokes,H,H.scaled
mermaid,Australia,4279,18.039111508565103,9.00958167796214,0.2710495641159561,0.3098374441071378
mermaid,Brazil,2911,19.050825802462867,8.394366197183098,0.3656223002307919,0.3701063016576833
mermaid,Canada,6877,18.477530518761213,8.828704376908536,0.1728015811653837,0.22343503678474405
mermaid,Czech Republic,3465,19.252925586408754,8.511399711399712,0.3608638900570857,0.36480143260932035
mermaid,Finland,3987,19.073041383755633,8.567093052420367,0.2806508357390368,0.3017350635816161
mermaid,France,3210,18.045344389253522,8.60436137071651,0.357974546774997,0.3724936272849384
mermaid,Germany,5555,17.729782353217047,8.895049504950496,0.21008139184414873,0.25709898884415683
mermaid,Hungary,2574,17.589538321876624,9.187645687645688,0.38869543397352446,0.3709757774150591
mermaid,Indonesia,1728,15.783597471829902,9.416666666666666,0.49966299002264913,0.4243289031481964
mermaid,Italy,3209,18.836869545114766,8.660330320972266,0.3550169453687516,0.36477882940489476
mermaid,Japan,1698,15.406833295171634,11.22379269729093,0.45113763248676403,0.36126080082255463
mermaid,"Korea, South",1519,15.494731889845573,10.551678736010533,0.49149549085509553,0.41263220703996184
mermaid,Netherlands,2199,18.0856242697215,8.709868121873578,0.46445274606490633,0.3822783722412383
mermaid,Philippines,2102,16.103534866110767,9.352997145575642,0.4570354753325697,0.3767364545867941
mermaid,Poland,2542,18.556342837922255,8.90479937057435,0.3922406310705178,0.37208464394313745
mermaid,Romania,1640,16.787031864061746,9.109756097560975,0.4978747029638568,0.4211269408736477
mermaid,Russia,6342,16.786109877344263,9.338694418164616,0.18530721820807886,0.2389822810565492
mermaid,Saudi Arabia,1900,17.550980668266476,9.358947368421052,0.4710200917674087,0.38399368897878416
mermaid,Sweden,3459,20.421842567025767,8.451864700780572,0.3434002217824299,0.36043499954937136
mermaid,Thailand,2766,16.26754278678296,10.351409978308027,0.3291169260295088,0.32884084871212116
mermaid,Ukraine,1564,17.064571167567422,9.069693094629155,0.5037185073767354,0.4270293988989987
mermaid,United Kingdom,13050,18.737950146380935,8.592260536398468,0.1468590262633064,0.20990781716051835
mermaid,United States,72572,18.976064666320372,8.64603428319462,0.12239702033089338,0.19261005988444327
