word,country,n,mean_lengths,n_strokes,H,H.scaled
flower,Australia,3374,40.05459340035719,4.017190278601067,0.38234452065394503,0.302879511034637
flower,Brazil,2926,36.070737894038544,4.017088174982912,0.41296563353504534,0.31962759250163325
flower,Canada,4861,39.99693164258281,3.9909483645340464,0.3140829053499541,0.29437775653977366
flower,Czech Republic,2219,38.56855751587878,3.9909869310500223,0.4801495430048405,0.37858472531257464
flower,Finland,2512,44.45538235942097,3.626592356687898,0.4083120296289529,0.3334837658370575
flower,France,1952,37.680708313072145,3.9964139344262297,0.4730048498471423,0.3724900004788938
flower,Germany,4704,35.74164931597183,4.20046768707483,0.32211263190742767,0.2972928928225046
flower,Hungary,1667,37.520338656608324,3.9262147570485904,0.462265585611139,0.3615761253562945
flower,Italy,2379,40.94041012543269,3.6931483816729718,0.48649286042534795,0.38549427787665536
flower,"Korea, South",2261,38.634034483391005,4.529411764705882,0.4267646855971284,0.34251170892828486
flower,Netherlands,1570,38.701390935745515,3.932484076433121,0.4746225630855913,0.3713547554370024
flower,Philippines,1887,39.3710744831342,4.120826709062003,0.4686800500364166,0.374079697382843
flower,Poland,1993,35.493331755232234,4.102860010035123,0.47998624910684884,0.37761680981828943
flower,Russia,3295,37.285978478907786,4.258877086494689,0.4025353488837466,0.312887695034899
flower,Saudi Arabia,2110,36.053393065008756,4.351658767772512,0.48595421903616015,0.3840706884762418
flower,Sweden,2515,41.971213415869784,3.801590457256461,0.4173279335988539,0.3398413566262976
flower,Thailand,2049,39.585792412891344,3.978526110297706,0.4570227746702112,0.36438223110360213
flower,United Kingdom,10443,39.77308764005762,3.9459925308819304,0.1868142198174361,0.21646513615154866
flower,United States,63151,41.24515365115848,3.972367816820003,0.10920635923790832,0.16781203954669524
