word,country,n,mean_lengths,n_strokes,H,H.scaled
zigzag,Australia,2672,31.83888391130708,1.2559880239520957,0,0
zigzag,Brazil,2406,33.00981376028672,1.2585203657522859,0,0
zigzag,Canada,4296,32.803403706266835,1.2711824953445066,0.4084767259803869,0.5306100009491582
zigzag,Czech Republic,1548,35.102237753600264,2.133720930232558,0,0
zigzag,Finland,1913,38.093454899967874,1.661787767903816,0,0
zigzag,Germany,4252,32.784466144163744,1.2257761053621825,0.4097047875265814,0.533219859594038
zigzag,Italy,1982,32.828709576666185,1.1967709384460141,0,0
zigzag,"Korea, South",1608,31.445467677079765,1.493781094527363,0,0
zigzag,Poland,1571,32.256951824172965,1.3360916613621896,0,0
zigzag,Russia,2562,29.484610792104938,1.3333333333333333,0,0
zigzag,Sweden,2006,34.69065287307685,1.4651046859421735,0,0
zigzag,United Kingdom,8822,31.790244596017097,1.219338018589889,0.4899821786079491,0.42325971294018433
zigzag,United States,55189,33.48000272151334,1.1979198753374767,0.1446172754533505,0.22733888045563527
