word,country,n,mean_lengths,n_strokes,H,H.scaled
chair,Australia,5218,11.52195838388095,5.293982368723649,0.38238263380245413,0.29739019197993527
chair,Brazil,3888,13.262239580765366,4.327417695473251,0.385648301761087,0.31147686450367024
chair,Canada,8042,11.515982741660082,5.018403382243223,0.2996532450201868,0.25167795991935804
chair,Czech Republic,3708,10.945151625422115,4.593581445523193,0.3303128694502889,0.4375009766174116
chair,Finland,3707,11.942925448736203,4.627731319125978,0.38985543397112193,0.31557957935972486
chair,France,3065,11.433301654004582,5.167373572593801,0.31887449716799154,0.42359187364117806
chair,Germany,7158,10.738068745586313,4.869935736239173,0.38347373019177944,0.29868256474213395
chair,Hungary,2699,11.509945597894504,4.954057058169693,0.31131367188814774,0.4153993189944378
chair,India,1650,11.25911580602004,5.950909090909091,0,0
chair,Indonesia,1955,11.435268785635433,5.051150895140665,0,0
chair,Italy,3352,11.488672935200109,5.338007159904534,0.3924295222394027,0.318651086075198
chair,"Korea, South",3701,12.080792572367987,6.674142123750338,0.4000563892097086,0.33492524742657315
chair,Netherlands,2449,11.68713924965887,4.7946100449162925,0.3036563431064679,0.4072727992051757
chair,Philippines,2905,11.870755382893101,4.706712564543889,0.315492522676114,0.4206623489693228
chair,Poland,3045,11.80762723808861,5.398357963875205,0.42027752253664885,0.34120629938383534
chair,Romania,1833,11.73114345264148,5.205128205128205,0,0
chair,Russia,4687,11.466891247544737,5.316193727330916,0.41112890844467054,0.34138272134113157
chair,Saudi Arabia,3679,12.229871288696891,6.060886110356075,0.41029452665784727,0.3425226144389592
chair,Slovakia,1627,11.277936779982227,4.877688998156115,0,0
chair,Sweden,3708,12.044429494367552,4.764832793959007,0.39688213309386194,0.321498432429677
chair,Thailand,2914,13.007008434938927,6.630404941660947,0.39982405902857965,0.3297294131256443
chair,United Kingdom,15994,11.730685644473272,5.174815555833438,0.17227135114361003,0.16057000847842032
chair,United States,97649,11.961673914483077,4.771825620334053,0.1099606901440965,0.09676822406589916
chair,Vietnam,1659,12.371241007668543,5.487040385774563,0,0
