word,country,n,mean_lengths,n_strokes,H,H.scaled
calendar,Australia,7262,12.377504833208354,10.030019278435693,0.2071580836026678,0.27503764438172895
calendar,Brazil,5037,15.180363074718098,8.968235060551915,0.29769658543746713,0.3470570454955198
calendar,Bulgaria,1868,13.010094449682873,9.903640256959315,0.4986285275938852,0.423743194113433
calendar,Canada,11759,12.648062177453232,9.432519772089464,0.18429029967863697,0.25476574403187
calendar,Croatia,1667,12.650069551149354,9.968806238752249,0.5114784781994942,0.42961261293226544
calendar,Czech Republic,5046,15.023996738169195,9.718588981371383,0.3219613477337038,0.360304435688049
calendar,Finland,5742,13.152690455584674,9.538836642284918,0.20609902377749337,0.26326551056988723
calendar,France,5058,12.133159970133445,9.10003954132068,0.34242321531986,0.3784968105461525
calendar,Germany,8748,13.31687920082571,10.045953360768175,0.16867729347118807,0.24120891952145668
calendar,Hungary,4176,13.049514156289135,9.82830459770115,0.33454945164519695,0.3742832250486642
calendar,India,2320,13.28935425261121,10.353879310344828,0.46612310292497555,0.4018004854551583
calendar,Indonesia,3029,12.366981179186128,10.367117860680093,0.38954927709924375,0.40138983031729825
calendar,Italy,5217,12.698407707250816,10.198581560283689,0.23376448968009583,0.28431096548921153
calendar,Japan,2378,10.578905941646104,12.306560134566864,0.4307926304421855,0.37221086436653456
calendar,"Korea, South",4126,19.039646080661804,10.090402326708677,0.3614793068464672,0.29584506531027693
calendar,Malaysia,1546,12.609253496541593,10.509055627425614,0.5254533942727149,0.44103692306159337
calendar,Netherlands,3468,13.098809327472559,9.918685121107266,0.3534696603541312,0.3801073755345883
calendar,Philippines,4212,12.004852952370525,10.28917378917379,0.36070586592989173,0.391226711348855
calendar,Poland,4101,13.502733700671088,10.154108753962449,0.3039733038578005,0.34842398308450284
calendar,Romania,3742,12.664704752493336,10.032068412613576,0.3523559834217541,0.3844757534516844
calendar,Russia,9250,12.745804029574092,10.237945945945945,0.19038281376152846,0.2672864445652199
calendar,Saudi Arabia,4063,15.74468769267565,9.528181146935761,0.3426069070240398,0.3828066687495976
calendar,Slovakia,2327,15.686409912351536,9.648904168457241,0.5214801931479587,0.42345914259164386
calendar,Sweden,5956,14.165896529826652,9.533243787777032,0.2328083977763491,0.2841280478517194
calendar,Thailand,4373,12.685488685597498,10.596386919734735,0.30893603240815876,0.361360820092591
calendar,Turkey,1616,14.804224084460786,10.282797029702971,0.530541353641611,0.45046085031911015
calendar,Ukraine,2345,13.28965560301564,10.015778251599148,0.4845203826842978,0.3997183868479886
calendar,United Arab Emirates,1802,14.740013010165224,9.841842397336293,0.52667477583761,0.44948051443039794
calendar,United Kingdom,22560,13.720443788062399,9.619370567375887,0.15795403220709966,0.23489416797060325
calendar,United States,141001,12.977837932232468,9.332196225558684,0.165076671833386,0.2395291180304991
calendar,Vietnam,2016,14.189939868440334,9.574900793650794,0.4950612607186338,0.4234963521341425
