word,country,n,mean_lengths,n_strokes,H,H.scaled
eraser,Australia,2754,18.474409995728003,5.079520697167756,0.5232936046661784,0.44584413701058034
eraser,Brazil,1970,18.333279973825423,4.156852791878173,0,0
eraser,Canada,4355,17.53107010587331,4.785763490241102,0.5051677545252321,0.4354092069529199
eraser,Czech Republic,1786,21.57288803876609,4.5307950727883535,0.4037682176364924,0.5275605295372975
eraser,Finland,1794,21.14292900861011,4.448160535117057,0.3974405235078934,0.5197580926276928
eraser,France,1559,20.22435998128605,4.161642078255292,0,0
eraser,Germany,3877,18.660210882677084,4.526695898890895,0.5047340333852779,0.43348110516846883
eraser,Italy,1831,18.098031718483625,4.3970507919169854,0,0
eraser,"Korea, South",1857,16.90119493588294,5.938610662358643,0.400597874757897,0.5218330132581247
eraser,Philippines,1647,17.62688105849737,4.719489981785064,0,0
eraser,Poland,1578,19.264035662982703,4.5392902408111535,0,0
eraser,Russia,2785,17.856774907805818,4.69048473967684,0.536662144089964,0.45197921456957796
eraser,Saudi Arabia,1661,19.47404650661958,5.125225767609874,0,0
eraser,Sweden,1795,20.20274777637445,4.646239554317549,0.4004921857258347,0.5236622751148383
eraser,Thailand,1610,17.008239072004276,5.23167701863354,0,0
eraser,United Kingdom,8713,18.958321488254143,4.547343050614025,0.2871327372303127,0.3323441584187259
eraser,United States,51953,16.866731607748942,4.574038072873559,0.1573699160536904,0.2430013342564702
