word,country,n,mean_lengths,n_strokes,H,H.scaled
banana,Australia,7036,32.10424662180237,2.535105173393974,0.33043161594882264,0.3561076896546372
banana,Brazil,4572,29.92619586996597,2.6843832020997374,0.4371625650148657,0.37094309561677463
banana,Bulgaria,1777,29.471208113349658,2.4147439504783343,0,0
banana,Canada,10876,32.077433516812015,2.3988598749540273,0.2124013530573108,0.25690859641060193
banana,Czech Republic,4933,30.72224166603357,2.4672613014392866,0.4561568184257577,0.38994428650592744
banana,Finland,5649,32.510160440398394,2.4087449106036467,0.4180524422303712,0.3595345813127473
banana,France,4952,31.768924451224265,2.1876009693053313,0.44446811621463045,0.378565783780854
banana,Germany,8506,29.44776731839964,2.452386550670115,0.30757394664658616,0.3428603721369154
banana,Hungary,3946,29.765204670596837,2.764064875823619,0.46004610802883666,0.39143651445832156
banana,India,1966,28.1441823277133,3.025940996948118,0,0
banana,Indonesia,2833,28.798017101773556,2.666078362160254,0.39286779512880887,0.5115695681007698
banana,Ireland,1502,32.526863713158335,2.6804260985352863,0,0
banana,Italy,5264,31.836590212110387,2.409384498480243,0.42176729217732817,0.361679200596425
banana,Japan,1683,32.22118692349635,2.944741532976827,0,0
banana,"Korea, South",2742,30.454071028303726,2.799051787016776,0.40089534471983146,0.5180976245825211
banana,Netherlands,3470,29.69000272334877,2.5951008645533142,0.47469606636440115,0.39820637704533823
banana,Norway,1509,31.881607998659018,2.2405566600397613,0,0
banana,Philippines,3634,30.765679272646313,2.7729774353329666,0.4679143952576574,0.39612269074496487
banana,Poland,3845,31.040729545165043,2.506892067620286,0.47129245855214336,0.39867271403584015
banana,Romania,3415,29.14475118012584,2.52796486090776,0.4911635575128915,0.4078546655263825
banana,Russia,8949,29.562509559849023,2.444854173650687,0.29871905826140965,0.33444995380981596
banana,Saudi Arabia,5143,28.70968028535022,2.8442543262687145,0.4286027654303204,0.36955653168891534
banana,Slovakia,2260,30.669299051115615,2.559734513274336,0,0
banana,Sweden,6223,31.097996835428187,2.3348867105897475,0.42288824137805153,0.36314454977854216
banana,Thailand,4121,29.6446601823679,3.1705896627032275,0.43408616211684237,0.3745679468470529
banana,Turkey,1924,31.87050626506598,2.2983367983367984,0,0
banana,Ukraine,2144,29.600507440259964,2.49580223880597,0,0
banana,United Arab Emirates,2011,31.108213221826585,2.43460964694182,0,0
banana,United Kingdom,21843,32.38025741948915,2.4702650734789176,0.18329153690773994,0.22028032963699018
banana,United States,133082,31.53076216035598,2.3579898107933452,0.15967839747333837,0.1786165261259494
banana,Vietnam,2380,29.941941485185954,2.5138655462184873,0,0
