word,country,n,mean_lengths,n_strokes,H,H.scaled
tractor,Australia,2670,22.909737829389528,6.0543071161048685,0.42030779160041293,0.36183550433154704
tractor,Brazil,2369,22.536807721297897,5.641620937104263,0.4336539978913705,0.3687551565295434
tractor,Canada,3981,23.356589172891972,5.872142677719166,0.2915762124799648,0.31310718301428353
tractor,Czech Republic,2612,23.10735462439945,5.187595712098009,0.42307430711516747,0.35935782968934016
tractor,Finland,2718,24.37191830831601,5.243929359823399,0.3930549820409421,0.33519777576234416
tractor,France,1925,23.574384379164975,5.315844155844156,0.43083291710781285,0.35972564845049104
tractor,Germany,5020,23.619968425413777,5.200996015936255,0.21294664289112877,0.23250859134569135
tractor,Hungary,1745,23.872107359399575,5.783954154727794,0.41710914326171894,0.34653582723359366
tractor,Italy,2204,23.770563773789824,5.616152450090744,0.4155475104558182,0.3529743301412987
tractor,Netherlands,1822,24.203945750446366,5.217892425905598,0.4296754996735393,0.357532967719658
tractor,Poland,2144,23.029618426837683,5.64785447761194,0.42739159313154435,0.36087518585820805
tractor,Russia,3129,22.621896783407266,5.746564397571109,0.3220516281514463,0.3123643106385501
tractor,Sweden,2623,24.527384009511117,5.202058711399161,0.41236121739483395,0.35109227609273136
tractor,United Kingdom,9537,24.463110728332726,5.433679354094579,0.16613053306744838,0.1865518386622369
tractor,United States,46831,24.703260507289247,5.782430441374303,0.14065891066232972,0.17495190174056646
