word,country,n,mean_lengths,n_strokes,H,H.scaled
pizza,Australia,2990,16.362454986596912,9.457190635451505,0.331686327009314,0.35757776124231355
pizza,Brazil,2499,16.490820463774433,8.484193677470989,0.44069416467217226,0.3818253541342917
pizza,Canada,4476,17.58812190851525,8.227658623771225,0.24016997124625852,0.27694671430168966
pizza,Czech Republic,2136,16.268924726197366,8.933988764044944,0.463830831932362,0.40027164095983836
pizza,Finland,2211,16.906699009871986,10.141564902758933,0.35925573022424223,0.35553094389669737
pizza,France,1753,16.634611328099112,9.907586993725042,0.462684675360681,0.397343811732709
pizza,Germany,4795,16.995449495021838,9.415015641293014,0.19457612675501038,0.2414420361206051
pizza,Hungary,1519,16.238579916028545,9.23041474654378,0.4833306540962116,0.4078344843305813
pizza,Italy,2021,18.30709304074334,8.974764967837704,0.425792437501096,0.3527747827477762
pizza,"Korea, South",2169,15.66367445505003,9.343937298294145,0.4412331472058477,0.3804849671478585
pizza,Philippines,1729,16.18243304890306,8.578368999421631,0.483880707454413,0.41111437536862766
pizza,Poland,2003,16.57727527184396,9.338991512730903,0.4622213686062079,0.39867635995774364
pizza,Russia,3083,15.885189851576845,9.8731754784301,0.32443514962023345,0.350734798362858
pizza,Saudi Arabia,1882,15.200485167602121,10.075982996811902,0.452001601682502,0.38667860507985596
pizza,Sweden,2209,17.206542462250315,10.289271163422363,0.36470594138185286,0.363585551274742
pizza,Thailand,1818,15.25030734592683,9.444994499449946,0.47247528608412,0.40328864864835123
pizza,United Kingdom,9258,17.316458958731744,8.905595160941887,0.16456949404469248,0.21910991658369383
pizza,United States,55250,17.654169800539222,8.005049773755657,0.1092505444549504,0.17927322276450477
