word,country,n,mean_lengths,n_strokes,H,H.scaled
finger,Australia,3978,22.79442377962495,2.810457516339869,0.48124123193111107,0.395266265032012
finger,Brazil,3033,24.041246806233424,2.5957797560171447,0.34613646444393226,0.4599117369501522
finger,Canada,6104,24.538682030786326,2.5399737876802098,0.46380061073610923,0.36515758700444173
finger,Czech Republic,2613,26.442931523498235,2.5128205128205128,0.35513526694215114,0.47034941222732934
finger,Finland,2882,24.552552426688536,2.5270645385149204,0.3532089680992937,0.46793342991719644
finger,France,2233,25.636102236891862,2.519928347514554,0,0
finger,Germany,5258,24.957989512514914,2.51559528337771,0.47375883537833774,0.37524516159469384
finger,Hungary,1942,27.244196254202055,2.611225540679712,0,0
finger,Italy,2639,25.70275107841978,2.4084880636604775,0.33745153292033203,0.44904708245469604
finger,"Korea, South",2693,35.40201265829692,2.512810991459339,0.39446990827482503,0.5146498448399613
finger,Netherlands,1828,25.572084237937133,2.4048140043763677,0,0
finger,Philippines,2234,27.41171098316766,2.4709042076991943,0,0
finger,Poland,2190,24.76824900908767,2.5821917808219177,0.3300303443407732,0.4409307243830353
finger,Russia,3624,23.06401730886427,2.690673289183223,0.3632444154366794,0.4787666044137044
finger,Saudi Arabia,2625,26.32658766918409,2.7824761904761903,0.3616400966193998,0.47773790758996465
finger,Sweden,2842,24.852191590175405,2.4106263194933146,0.34397388374010146,0.4570172289046248
finger,Thailand,2186,34.48755820432006,2.483989021043001,0.36944951574149476,0.48746022350493856
finger,United Kingdom,12240,23.53921165206066,2.643545751633987,0.3820280033321338,0.29000397097879743
finger,United States,73708,24.421529922375598,2.5713219731915125,0.18798290973934761,0.18991151709140797
