word,country,n,mean_lengths,n_strokes,H,H.scaled
star,Australia,2930,41.010604208144606,1.796245733788396,0.3742015303437124,0.4905247942400176
star,Brazil,2916,42.29717969434745,1.5253772290809329,0.36345154855402895,0.4785900870653689
star,Canada,4777,42.173269237888064,1.5438559765543227,0.434532768513904,0.36527844022616884
star,Czech Republic,2003,45.377181318421314,1.7159261108337494,0,0
star,Finland,2344,46.70171651912914,1.5669795221843004,0,0
star,France,1716,43.44011274271292,1.7383449883449884,0,0
star,Germany,4794,45.37795341689239,1.5876095118898623,0.42315948654280544,0.35711947148897977
star,Italy,2201,41.483294413327954,1.5120399818264425,0,0
star,"Korea, South",2116,41.139066732028866,1.7627599243856333,0,0
star,Philippines,1757,36.192184106807964,1.8394991462720547,0,0
star,Poland,1847,43.95232248524155,1.8018408229561451,0,0
star,Russia,3142,40.464959326824015,1.8236791852323362,0.4539959588610129,0.36896552523880155
star,Saudi Arabia,1971,40.86374846473781,1.5880263825469305,0,0
star,Sweden,2283,43.70028052490182,1.519053876478318,0,0
star,Thailand,1827,41.42617436094768,1.4521072796934866,0,0
star,United Kingdom,9503,41.14643310589906,1.9194991055456172,0.23257442461443825,0.25529581534191376
star,United States,61546,41.76147846947697,1.4775127546875508,0.1452234011233096,0.16323568867192378
