word,country,n,mean_lengths,n_strokes,H,H.scaled
boomerang,Australia,3411,43.95034296547258,1.6643213133978305,0.5341091661685541,0.44472245093213353
boomerang,Brazil,2764,42.41974315664059,1.5376266280752533,0,0
boomerang,Canada,5139,42.658426564813944,1.6849581630667445,0.48716674899600904,0.41781330642640735
boomerang,Czech Republic,2331,44.66693559788798,1.4182754182754183,0,0
boomerang,Finland,2433,45.06876675647383,1.4295108919030004,0,0
boomerang,France,2051,43.923109980021245,1.3973671379814725,0,0
boomerang,Germany,4689,42.661337008925756,1.5175943698016634,0.49961866678019046,0.4240631236729776
boomerang,Hungary,1644,43.93836602526491,1.7487834549878345,0,0
boomerang,Italy,2379,44.250768139129534,1.5073560319461958,0,0
boomerang,"Korea, South",1709,39.99873976334279,1.8800468110005852,0,0
boomerang,Netherlands,1584,43.959509198583326,1.5726010101010102,0,0
boomerang,Philippines,1795,40.58943751440966,1.8,0,0
boomerang,Poland,2089,44.16825829791364,1.5677357587362375,0,0
boomerang,Russia,3310,42.91240140856982,1.4809667673716012,0.4011404439080252,0.5223389823402174
boomerang,Sweden,2467,43.01599914361663,1.610052695581678,0,0
boomerang,Thailand,1875,41.91439127338892,1.7872,0,0
boomerang,United Kingdom,10551,43.447380341576896,1.6536821154392949,0.33173249670657035,0.362148913344854
boomerang,United States,63247,43.69903586675837,1.6563315256059576,0.15676984375871467,0.2301303264380919
