word,country,n,mean_lengths,n_strokes,H,H.scaled
radio,Australia,3096,16.473403651998428,7.376291989664082,0.399479699786528,0.3268338214704332
radio,Brazil,2742,15.510907931322347,6.581692195477753,0.4326999184333392,0.36472326157568175
radio,Canada,4714,17.456949939436285,7.156554942723801,0.24834783037323316,0.2696918246076284
radio,Czech Republic,2300,15.620474214836229,6.908695652173913,0.4537838584052421,0.3792366428658234
radio,Finland,2499,17.33225001350588,6.372549019607843,0.41895790121065785,0.3511338091487471
radio,France,1997,15.849170855426715,6.204306459689534,0.4472680918498882,0.36563708207201057
radio,Germany,5024,16.046419216028223,6.397093949044586,0.29162803114628966,0.29101720395403624
radio,Hungary,1663,15.871590704852125,7.286229705351774,0.45808791821952066,0.3734122456968525
radio,Italy,2180,17.720876009256568,6.787614678899082,0.4525301797742431,0.38096040645418516
radio,"Korea, South",2051,14.604292739892498,8.596294490492443,0.44925640550020035,0.3775900171670901
radio,Netherlands,1673,16.813835785656114,6.836820083682008,0.4584316009152244,0.3741316758556193
radio,Philippines,1611,15.62559755668486,8.111731843575418,0.46531648942502324,0.3828985840358692
radio,Poland,2085,15.970515328015788,6.776978417266187,0.4472874650817318,0.3709159637550784
radio,Russia,3426,14.92053352853152,6.637478108581436,0.413975566511144,0.3515588972070009
radio,Saudi Arabia,2048,17.397369371745164,6.357421875,0.46090401617049653,0.3827709544905884
radio,Sweden,2514,17.215272259884443,6.412887828162291,0.43203446015452,0.3633432900777712
radio,Thailand,1862,16.036979660767212,7.976906552094522,0.4468159257406358,0.37191620465192815
radio,United Kingdom,9745,16.895822315600622,6.673063109286813,0.17447668405633449,0.20707308195437085
radio,United States,55873,17.775634910030956,6.952785782041415,0.12015099014570849,0.16595391845063265
