word,country,n,mean_lengths,n_strokes,H,H.scaled
parrot,Australia,4176,16.817597300401637,7.693965517241379,0.28419271882851127,0.2999398315915103
parrot,Brazil,2501,17.922285397543497,6.830867652938824,0.4328335549365103,0.36942957893856665
parrot,Canada,6907,18.033656801375994,7.344433183726654,0.1673196096939448,0.19484819915932008
parrot,Czech Republic,3907,17.549514705082174,6.905042231891477,0.31083565270885904,0.3126583772194405
parrot,Finland,4042,17.57657936312346,6.940870856011875,0.27412091353793827,0.27422344785763875
parrot,France,3495,17.749039557512774,6.9316165951359086,0.3306591619347107,0.3295502563591975
parrot,Germany,5115,16.80126073284219,7.183577712609971,0.23196074648213735,0.2505540734389042
parrot,Hungary,2480,16.816299281707362,7.307258064516129,0.4243277081776516,0.3598600978202167
parrot,Indonesia,1676,16.01464440545858,7.624105011933175,0.458832750800149,0.37978924931239905
parrot,Italy,3592,17.88285487078314,7.119710467706013,0.3072168951118621,0.3061698030027338
parrot,"Korea, South",2159,15.917555589686355,9.32098193608152,0.42766183759161924,0.36288526905592977
parrot,Netherlands,1986,17.288814261609975,7.356998992950655,0.4477191634900947,0.3772067635976516
parrot,Philippines,2207,17.51590750596852,7.466696873584051,0.4379213963097331,0.3707547516528479
parrot,Poland,2627,17.013537153478165,7.384468976018272,0.39684460981487896,0.3210038427070646
parrot,Romania,1785,16.914144562126356,7.294677871148459,0.4497203064335677,0.3744003185875969
parrot,Russia,6428,16.88481479159722,7.398257622899814,0.17528477760721256,0.1942031831672098
parrot,Saudi Arabia,2060,17.63136424081448,7.942233009708738,0.4511818923051633,0.3832613268206387
parrot,Slovakia,1610,17.426490649758485,7.1695652173913045,0.45974382649544643,0.3798614494326142
parrot,Sweden,3721,18.09238995899636,6.9766191883902176,0.31730133000654964,0.321658843554732
parrot,Thailand,3245,16.03839572426897,7.9818181818181815,0.31738422564865776,0.2984596886281931
parrot,Ukraine,1567,16.485251041037365,7.368219527760051,0.44997052944019406,0.37067992290898305
parrot,United Kingdom,13559,17.861629414638987,6.994984880890921,0.13157799828164532,0.1574503609768646
parrot,United States,74428,18.37118467914159,7.16301660665341,0.11282874826068827,0.12896332040862737
