word,country,n,mean_lengths,n_strokes,H,H.scaled
baseball bat,Australia,2507,29.05307153428681,2.668528121260471,0.35826596082649614,0.47434200399630766
baseball bat,Brazil,2809,29.311920930815557,2.38376646493414,0.3442890495081489,0.4582910456228993
baseball bat,Canada,4550,30.35013577552077,2.4984615384615383,0.4872237581787435,0.40486486217559553
baseball bat,Czech Republic,1947,30.899589956166967,2.5701078582434516,0,0
baseball bat,Finland,2086,30.82914200953637,2.4247363374880155,0.3163893824737814,0.42483136570587315
baseball bat,France,1802,30.548060022953116,2.2524972253052162,0,0
baseball bat,Germany,4071,30.913658500486576,2.3085237042495703,0.49126175472544686,0.4034908666384678
baseball bat,Italy,2055,29.885794394608585,2.47007299270073,0,0
baseball bat,"Korea, South",1753,29.859279799739763,2.4073017683970335,0,0
baseball bat,Philippines,1697,28.39682782560477,2.6322922804949913,0,0
baseball bat,Poland,1678,30.47456964629521,2.457687723480334,0,0
baseball bat,Russia,2805,28.763496490209747,2.525133689839572,0.3564351791751296,0.47245218242991255
baseball bat,Sweden,1984,31.322098620017538,2.5569556451612905,0,0
baseball bat,United Kingdom,8020,29.265343538642604,2.676932668329177,0.3827386178178931,0.34581503023157956
baseball bat,United States,56779,31.01550843643391,2.4453759312421846,0.19029804400259975,0.22376009173216924
