item,country_code_1,country_code_2,key_id_1,key_id_2,cosine,cosine_bin
bread,EE,MX,6137737331605504,6671098752008192,0.995959643689648,1
bread,CL,HR,6588193736491008,5541983877595136,0.9997499477608996,1
bread,IE,AU,4886976886996992,4618541028343808,0.9977494606117562,1
bread,PL,SG,6052479177326592,6372896941277184,0.9997584595065879,1
bread,LT,AE,6265881069879296,5166637273579520,0.9997264504183525,1
bread,SA,ES,6089548889063424,4803128874500096,0.9982022781075712,1
bread,EG,SK,6596062116577280,4833334104424448,0.9995471783980598,1
bread,FR,IN,6206966248505344,6077302746120192,0.9994445323937664,1
bread,DZ,FI,5220130487271424,5549957450825728,0.9989818850043992,1
bread,ZA,GB,5464483759652864,4598860380897280,0.9996132642666616,1
bread,KH,RU,5788813869711360,5813900052267008,0.998738838785941,1
bread,CZ,FI,5155677443981312,5549957450825728,0.9994204418602809,1
bread,LV,PL,6012256338837504,6209784820793344,0.9993865399786535,1
bread,IE,GB,6360677662851072,5669580108201984,0.9996964765652395,1
bread,JP,EE,5123294632083456,6563352165744640,0.9994422660658657,1
bread,EG,PT,5253047636721664,6663111773782016,0.9995271051786454,1
bread,PE,SI,5231198248894464,5778321348493312,0.9995410915833836,1
bread,ID,CO,4900226223570944,6334006687694848,0.9996856692128693,1
bread,NZ,AT,5393843929219072,5837656845975552,0.9997529922450383,1
bread,KR,SG,5830382022819840,6537063677558784,0.9997378193962715,1
bread,PK,SG,6186579380928512,5205907686293504,0.9998867845168435,2
bread,BY,DZ,5952230534414336,4885790536499200,0.9998231823574265,2
bread,CA,PK,5842680011554816,6526430080925696,0.999874526056928,2
bread,DK,CO,4636323702898688,6334006687694848,0.999889818540318,2
bread,KW,AT,4687362594439168,6160488327020544,0.9998911179679283,2
bread,KH,GR,5820429744734208,4559552974422016,0.9998599005588404,2
bread,GE,GB,6158599720009728,5669580108201984,0.9998241757242067,2
bread,JO,JO,4771020776931328,4578261751300096,0.9998294809759732,2
bread,NZ,BE,5252825309249536,6575499608326144,0.999876159116427,2
bread,BY,SA,5313506687582208,4987208354234368,0.9998705087115247,2
bread,AU,UA,4768417334689792,4808253424795648,0.9998900042602645,2
bread,GB,SG,6680545788428288,6737009303355392,0.9998571336905834,2
bread,MY,SI,4661407586975744,5644056275189760,0.9998241774886684,2
bread,HK,HK,5273700607721472,5808675224551424,0.9998908686010111,2
bread,BG,FR,5022652253077504,4517549318340608,0.999874572713173,2
bread,TH,TH,5383595248058368,6638591654494208,0.9998622177721238,2
bread,BG,HR,5816819455623168,6548305368580096,0.9998902954778933,2
bread,RU,GE,5003806758666240,6727621645697024,0.999853879074012,2
bread,DE,PH,6447242103750656,5544098662449152,0.9998894162354793,2
bread,ES,AT,6385619578126336,5049102104526848,0.9998197263478134,2
