country1,country2,dist,word
Australia,Brazil,0.8558033108711243,cloud
Australia,Canada,0.7654178142547607,cloud
Australia,Czech Republic,0.7198273539543152,cloud
Australia,Finland,0.6277424693107605,cloud
Australia,France,0.7124205231666565,cloud
Australia,Germany,0.7132112979888916,cloud
Australia,Italy,0.5965344309806824,cloud
Australia,"Korea, South",0.6882559657096863,cloud
Australia,Poland,0.894331693649292,cloud
Australia,Russia,0.7536635398864746,cloud
Australia,Sweden,0.5409360527992249,cloud
Australia,Thailand,0.8404223918914795,cloud
Australia,United Kingdom,1.3737491369247437,cloud
Australia,United States,2.9399702548980713,cloud
Brazil,Canada,1.4787644147872925,cloud
Brazil,Czech Republic,0.6488523483276367,cloud
Brazil,Finland,0.9390727877616882,cloud
Brazil,France,0.8127573728561401,cloud
Brazil,Germany,1.4325748682022095,cloud
Brazil,Italy,0.6819579005241394,cloud
Brazil,"Korea, South",0.5956195592880249,cloud
Brazil,Poland,0.5165793299674988,cloud
Brazil,Russia,0.35793688893318176,cloud
Brazil,Sweden,0.6921762824058533,cloud
Brazil,Thailand,0.667529821395874,cloud
Brazil,United Kingdom,2.114499092102051,cloud
Brazil,United States,3.709993362426758,cloud
Canada,Czech Republic,1.302635669708252,cloud
Canada,Finland,1.0331746339797974,cloud
Canada,France,1.2001562118530273,cloud
Canada,Germany,0.25086069107055664,cloud
Canada,Italy,1.1735243797302246,cloud
Canada,"Korea, South",1.1999701261520386,cloud
Canada,Poland,1.4957492351531982,cloud
Canada,Russia,1.3273589611053467,cloud
Canada,Sweden,1.005419135093689,cloud
Canada,Thailand,1.4625300168991089,cloud
Canada,United Kingdom,0.7100219130516052,cloud
Canada,United States,2.264723539352417,cloud
Czech Republic,Finland,0.8668891787528992,cloud
Czech Republic,France,0.6388108134269714,cloud
Czech Republic,Germany,1.247483730316162,cloud
Czech Republic,Italy,0.5868653655052185,cloud
Czech Republic,"Korea, South",0.6707389950752258,cloud
Czech Republic,Poland,0.6484531164169312,cloud
Czech Republic,Russia,0.6139079928398132,cloud
Czech Republic,Sweden,0.7127415537834167,cloud
Czech Republic,Thailand,0.674557089805603,cloud
Czech Republic,United Kingdom,1.903972864151001,cloud
Czech Republic,United States,3.440014123916626,cloud
Finland,France,0.6970056295394897,cloud
Finland,Germany,1.021040916442871,cloud
Finland,Italy,0.6186500787734985,cloud
Finland,"Korea, South",0.6260766983032227,cloud
Finland,Poland,0.7538516521453857,cloud
Finland,Russia,0.8766113519668579,cloud
Finland,Sweden,0.5173295736312866,cloud
Finland,Thailand,0.7811611294746399,cloud
Finland,United Kingdom,1.678840160369873,cloud
Finland,United States,3.1729307174682617,cloud
France,Germany,1.1389445066452026,cloud
France,Italy,0.5011357069015503,cloud
France,"Korea, South",0.6640563011169434,cloud
France,Poland,0.6905490756034851,cloud
France,Russia,0.7617595791816711,cloud
France,Sweden,0.6535475254058838,cloud
France,Thailand,0.6056159138679504,cloud
France,United Kingdom,1.771009087562561,cloud
France,United States,3.302211284637451,cloud
Germany,Italy,1.118503451347351,cloud
Germany,"Korea, South",1.178501844406128,cloud
Germany,Poland,1.4649724960327148,cloud
Germany,Russia,1.280747652053833,cloud
Germany,Sweden,0.9777320027351379,cloud
Germany,Thailand,1.407967448234558,cloud
Germany,United Kingdom,0.7394741177558899,cloud
Germany,United States,2.300511598587036,cloud
Italy,"Korea, South",0.5253340601921082,cloud
Italy,Poland,0.6140695810317993,cloud
Italy,Russia,0.5749618411064148,cloud
Italy,Sweden,0.5075826644897461,cloud
Italy,Thailand,0.5241072773933411,cloud
Italy,United Kingdom,1.8096116781234741,cloud
Italy,United States,3.3557422161102295,cloud
"Korea, South",Poland,0.49838119745254517,cloud
"Korea, South",Russia,0.5381786227226257,cloud
"Korea, South",Sweden,0.46062105894088745,cloud
"Korea, South",Thailand,0.676050066947937,cloud
"Korea, South",United Kingdom,1.8807988166809082,cloud
"Korea, South",United States,3.436615228652954,cloud
Poland,Russia,0.5577407479286194,cloud
Poland,Sweden,0.6654757857322693,cloud
Poland,Thailand,0.6242390275001526,cloud
Poland,United Kingdom,2.158466339111328,cloud
Poland,United States,3.736243724822998,cloud
Russia,Sweden,0.5915952324867249,cloud
Russia,Thailand,0.6781505346298218,cloud
Russia,United Kingdom,1.9525444507598877,cloud
Russia,United States,3.5466055870056152,cloud
Sweden,Thailand,0.679558277130127,cloud
Sweden,United Kingdom,1.6724202632904053,cloud
Sweden,United States,3.244493007659912,cloud
Thailand,United Kingdom,2.0861356258392334,cloud
Thailand,United States,3.6263439655303955,cloud
United Kingdom,United States,1.6076313257217407,cloud
