country1,country2,dist,word
Australia,Brazil,1.3765288591384888,elbow
Australia,Canada,0.4923289120197296,elbow
Australia,Czech Republic,0.9063681960105896,elbow
Australia,Finland,1.0704973936080933,elbow
Australia,France,1.0188671350479126,elbow
Australia,Germany,0.7068314552307129,elbow
Australia,Italy,1.3828967809677124,elbow
Australia,"Korea, South",1.3788981437683105,elbow
Australia,Philippines,1.3775616884231567,elbow
Australia,Poland,1.4107465744018555,elbow
Australia,Russia,0.6069480776786804,elbow
Australia,Saudi Arabia,1.7443517446517944,elbow
Australia,Sweden,1.0787297487258911,elbow
Australia,Thailand,1.5472910404205322,elbow
Australia,United Kingdom,1.1999669075012207,elbow
Australia,United States,1.8047236204147339,elbow
Brazil,Canada,1.637611746788025,elbow
Brazil,Czech Republic,0.8195549845695496,elbow
Brazil,Finland,0.7830750346183777,elbow
Brazil,France,0.9010284543037415,elbow
Brazil,Germany,1.969477891921997,elbow
Brazil,Italy,0.5635699033737183,elbow
Brazil,"Korea, South",0.6844291687011719,elbow
Brazil,Philippines,0.6810179948806763,elbow
Brazil,Poland,0.7954428195953369,elbow
Brazil,Russia,0.989861249923706,elbow
Brazil,Saudi Arabia,0.8070032596588135,elbow
Brazil,Sweden,0.8291054964065552,elbow
Brazil,Thailand,0.7474890947341919,elbow
Brazil,United Kingdom,2.4785258769989014,elbow
Brazil,United States,3.083876609802246,elbow
Canada,Czech Republic,1.2064645290374756,elbow
Canada,Finland,1.295164704322815,elbow
Canada,France,1.3207992315292358,elbow
Canada,Germany,0.5703951716423035,elbow
Canada,Italy,1.666815996170044,elbow
Canada,"Korea, South",1.6595306396484375,elbow
Canada,Philippines,1.6441383361816406,elbow
Canada,Poland,1.7199130058288574,elbow
Canada,Russia,0.9394165277481079,elbow
Canada,Saudi Arabia,1.9706943035125732,elbow
Canada,Sweden,1.2906299829483032,elbow
Canada,Thailand,1.766202449798584,elbow
Canada,United Kingdom,0.8846200704574585,elbow
Canada,United States,1.5171483755111694,elbow
Czech Republic,Finland,0.6337353587150574,elbow
Czech Republic,France,0.7088853120803833,elbow
Czech Republic,Germany,1.4673434495925903,elbow
Czech Republic,Italy,0.791999340057373,elbow
Czech Republic,"Korea, South",0.7425642609596252,elbow
Czech Republic,Philippines,0.7406104803085327,elbow
Czech Republic,Poland,0.8185182809829712,elbow
Czech Republic,Russia,0.6037854552268982,elbow
Czech Republic,Saudi Arabia,1.1954615116119385,elbow
Czech Republic,Sweden,0.7323682308197021,elbow
Czech Republic,Thailand,1.1079868078231812,elbow
Czech Republic,United Kingdom,1.9845792055130005,elbow
Czech Republic,United States,2.5639100074768066,elbow
Finland,France,0.8074432611465454,elbow
Finland,Germany,1.6133060455322266,elbow
Finland,Italy,0.7664164900779724,elbow
Finland,"Korea, South",0.7284966707229614,elbow
Finland,Philippines,0.6313488483428955,elbow
Finland,Poland,0.8321405053138733,elbow
Finland,Russia,0.7569900751113892,elbow
Finland,Saudi Arabia,0.9941410422325134,elbow
Finland,Sweden,0.5751312971115112,elbow
Finland,Thailand,0.83246910572052,elbow
Finland,United Kingdom,2.0837998390197754,elbow
Finland,United States,2.6690592765808105,elbow
France,Germany,1.5855085849761963,elbow
France,Italy,0.7972747087478638,elbow
France,"Korea, South",0.9083387851715088,elbow
France,Philippines,0.9150376319885254,elbow
France,Poland,0.7658016681671143,elbow
France,Russia,0.732853889465332,elbow
France,Saudi Arabia,1.0968419313430786,elbow
France,Sweden,0.7968968152999878,elbow
France,Thailand,0.9290231466293335,elbow
France,United Kingdom,2.117170572280884,elbow
France,United States,2.7300615310668945,elbow
Germany,Italy,1.9544308185577393,elbow
Germany,"Korea, South",1.958497405052185,elbow
Germany,Philippines,1.9612444639205933,elbow
Germany,Poland,1.969057559967041,elbow
Germany,Russia,1.2026758193969727,elbow
Germany,Saudi Arabia,2.288393497467041,elbow
Germany,Sweden,1.6468273401260376,elbow
Germany,Thailand,2.1186773777008057,elbow
Germany,United Kingdom,0.7294597625732422,elbow
Germany,United States,1.3452178239822388,elbow
Italy,"Korea, South",0.8061625957489014,elbow
Italy,Philippines,0.7616822719573975,elbow
Italy,Poland,0.7063841223716736,elbow
Italy,Russia,0.9468593001365662,elbow
Italy,Saudi Arabia,0.7272013425827026,elbow
Italy,Sweden,0.8643889427185059,elbow
Italy,Thailand,0.7597671151161194,elbow
Italy,United Kingdom,2.4930288791656494,elbow
Italy,United States,3.1230642795562744,elbow
"Korea, South",Philippines,0.5909152626991272,elbow
"Korea, South",Poland,0.917955756187439,elbow
"Korea, South",Russia,1.01956307888031,elbow
"Korea, South",Saudi Arabia,1.0014039278030396,elbow
"Korea, South",Sweden,0.7892292737960815,elbow
"Korea, South",Thailand,0.9236197471618652,elbow
"Korea, South",United Kingdom,2.454392433166504,elbow
"Korea, South",United States,2.97635555267334,elbow
Philippines,Poland,0.7459145188331604,elbow
Philippines,Russia,0.9886078238487244,elbow
Philippines,Saudi Arabia,0.9372466206550598,elbow
Philippines,Sweden,0.771520733833313,elbow
Philippines,Thailand,0.8459379076957703,elbow
Philippines,United Kingdom,2.4471004009246826,elbow
Philippines,United States,3.0216383934020996,elbow
Poland,Russia,0.9794018268585205,elbow
Poland,Saudi Arabia,0.932940661907196,elbow
Poland,Sweden,0.9110759496688843,elbow
Poland,Thailand,0.913753867149353,elbow
Poland,United Kingdom,2.534655809402466,elbow
Poland,United States,3.1529788970947266,elbow
Russia,Saudi Arabia,1.3362586498260498,elbow
Russia,Sweden,0.7869999408721924,elbow
Russia,Thailand,1.192742943763733,elbow
