country1,country2,dist,word
Australia,Brazil,0.3256494700908661,fan
Australia,Canada,0.652836799621582,fan
Australia,Czech Republic,0.9260035157203674,fan
Australia,Finland,0.6064345240592957,fan
Australia,France,0.39720645546913147,fan
Australia,Germany,0.3398539423942566,fan
Australia,Hungary,0.66794753074646,fan
Australia,Italy,0.5151442289352417,fan
Australia,"Korea, South",0.8322542905807495,fan
Australia,Philippines,0.6050269603729248,fan
Australia,Poland,0.7907711863517761,fan
Australia,Russia,0.4682784974575043,fan
Australia,Saudi Arabia,0.5627042055130005,fan
Australia,Sweden,0.3573540449142456,fan
Australia,Thailand,1.3368208408355713,fan
Australia,United Kingdom,1.1033397912979126,fan
Australia,United States,1.8327220678329468,fan
Brazil,Canada,0.6829094886779785,fan
Brazil,Czech Republic,1.0791568756103516,fan
Brazil,Finland,0.4943755567073822,fan
Brazil,France,0.3462004065513611,fan
Brazil,Germany,0.4155636727809906,fan
Brazil,Hungary,0.7065615653991699,fan
Brazil,Italy,0.6154536008834839,fan
Brazil,"Korea, South",0.6502333283424377,fan
Brazil,Philippines,0.47494587302207947,fan
Brazil,Poland,0.8823654055595398,fan
Brazil,Russia,0.5785232186317444,fan
Brazil,Saudi Arabia,0.4566841125488281,fan
Brazil,Sweden,0.3369673490524292,fan
Brazil,Thailand,1.1409205198287964,fan
Brazil,United Kingdom,1.1492635011672974,fan
Brazil,United States,1.8889756202697754,fan
Canada,Czech Republic,1.3910092115402222,fan
Canada,Finland,0.9304686784744263,fan
Canada,France,0.8565714955329895,fan
Canada,Germany,0.45492222905158997,fan
Canada,Hungary,1.1869553327560425,fan
Canada,Italy,1.0149964094161987,fan
Canada,"Korea, South",0.9715204834938049,fan
Canada,Philippines,0.9534580707550049,fan
Canada,Poland,1.312672734260559,fan
Canada,Russia,0.9920491576194763,fan
Canada,Saudi Arabia,0.9337740540504456,fan
Canada,Sweden,0.6514197587966919,fan
Canada,Thailand,1.352885127067566,fan
Canada,United Kingdom,0.5121616721153259,fan
Canada,United States,1.25747811794281,fan
Czech Republic,Finland,1.2151938676834106,fan
Czech Republic,France,0.9832335114479065,fan
Czech Republic,Germany,1.0584756135940552,fan
Czech Republic,Hungary,0.6686229705810547,fan
Czech Republic,Italy,0.6547216773033142,fan
Czech Republic,"Korea, South",1.56694757938385,fan
Czech Republic,Philippines,1.2062827348709106,fan
Czech Republic,Poland,0.5631526112556458,fan
Czech Republic,Russia,0.6744707226753235,fan
Czech Republic,Saudi Arabia,1.1569195985794067,fan
Czech Republic,Sweden,1.0376118421554565,fan
Czech Republic,Thailand,2.0968616008758545,fan
Czech Republic,United Kingdom,1.749077320098877,fan
Czech Republic,United States,2.3885016441345215,fan
Finland,France,0.5431145429611206,fan
Finland,Germany,0.6883754134178162,fan
Finland,Hungary,0.8039990663528442,fan
Finland,Italy,0.8062769770622253,fan
Finland,"Korea, South",0.5944994688034058,fan
Finland,Philippines,0.4011594355106354,fan
Finland,Poland,1.0514553785324097,fan
Finland,Russia,0.7539032697677612,fan
Finland,Saudi Arabia,0.38313695788383484,fan
Finland,Sweden,0.5208215713500977,fan
Finland,Thailand,0.9706975221633911,fan
Finland,United Kingdom,1.3722330331802368,fan
Finland,United States,2.1239655017852783,fan
France,Germany,0.5435903668403625,fan
France,Hungary,0.6502733826637268,fan
France,Italy,0.5313476324081421,fan
France,"Korea, South",0.7250712513923645,fan
France,Philippines,0.4717244803905487,fan
France,Poland,0.7507997751235962,fan
France,Russia,0.5383603572845459,fan
France,Saudi Arabia,0.44916248321533203,fan
France,Sweden,0.4244784116744995,fan
France,Thailand,1.2303334474563599,fan
France,United Kingdom,1.3291456699371338,fan
France,United States,2.06207013130188,fan
Germany,Hungary,0.8162500858306885,fan
Germany,Italy,0.6964937448501587,fan
Germany,"Korea, South",0.8506254553794861,fan
Germany,Philippines,0.6879019737243652,fan
Germany,Poland,0.9620330333709717,fan
Germany,Russia,0.6480605602264404,fan
Germany,Saudi Arabia,0.6707537770271301,fan
Germany,Sweden,0.3955555260181427,fan
Germany,Thailand,1.31772780418396,fan
Germany,United Kingdom,0.8893352746963501,fan
Germany,United States,1.6320925951004028,fan
Hungary,Italy,0.5762062072753906,fan
Hungary,"Korea, South",1.1440436840057373,fan
Hungary,Philippines,0.7772427797317505,fan
Hungary,Poland,0.5799246430397034,fan
Hungary,Russia,0.5560620427131653,fan
Hungary,Saudi Arabia,0.7869284152984619,fan
Hungary,Sweden,0.7124031782150269,fan
Hungary,Thailand,1.6347565650939941,fan
Hungary,United Kingdom,1.6156260967254639,fan
Hungary,United States,2.3262550830841064,fan
Italy,"Korea, South",1.1263978481292725,fan
Italy,Philippines,0.7921761870384216,fan
Italy,Poland,0.5365355610847473,fan
Italy,Russia,0.2969660460948944,fan
Italy,Saudi Arabia,0.7449084520339966,fan
Italy,Sweden,0.6217679977416992,fan
Italy,Thailand,1.6548649072647095,fan
Italy,United Kingdom,1.4510575532913208,fan
Italy,United States,2.1496238708496094,fan
"Korea, South",Philippines,0.6040632128715515,fan
"Korea, South",Poland,1.3557380437850952,fan
"Korea, South",Russia,1.1011478900909424,fan
"Korea, South",Saudi Arabia,0.6161416172981262,fan
"Korea, South",Sweden,0.6952646970748901,fan
"Korea, South",Thailand,0.7075908780097961,fan
"Korea, South",United Kingdom,1.388845443725586,fan
"Korea, South",United States,2.0985875129699707,fan
Philippines,Poland,0.9935988187789917,fan
Philippines,Russia,0.7601654529571533,fan
Philippines,Saudi Arabia,0.4352300763130188,fan
Philippines,Sweden,0.5386086702346802,fan
Philippines,Thailand,0.9520766139030457,fan
Philippines,United Kingdom,1.3761677742004395,fan
Philippines,United States,2.1331326961517334,fan
Poland,Russia,0.5646834969520569,fan
Poland,Saudi Arabia,0.9631289839744568,fan
Poland,Sweden,0.8942617774009705,fan
Poland,Thailand,1.8837593793869019,fan
Poland,United Kingdom,1.704196572303772,fan
Poland,United States,2.372673511505127,fan
Russia,Saudi Arabia,0.684334397315979,fan
Russia,Sweden,0.586103081703186,fan
Russia,Thailand,1.6140938997268677,fan
Russia,United Kingdom,1.4261375665664673,fan
Russia,United States,2.1397132873535156,fan
Saudi Arabia,Sweden,0.5527209639549255,fan
Saudi Arabia,Thailand,1.0591481924057007,fan
Saudi Arabia,United Kingdom,1.4111289978027344,fan
Saudi Arabia,United States,2.1540074348449707,fan
Sweden,Thailand,1.2021127939224243,fan
Sweden,United Kingdom,1.1013470888137817,fan
Sweden,United States,1.8460667133331299,fan
Thailand,United Kingdom,1.6462434530258179,fan
Thailand,United States,2.291393280029297,fan
United Kingdom,United States,0.7706536054611206,fan
