key_id_1,key_id_2,hausdorff_sim,haus_bin,country_code_1,country_code_2
6178394788069376,5548723054575616,11.371889081064952,1,NL,CZ
6407771085864960,6636792147083264,13.09295635932736,1,US,CA
5037715898761216,4681917720952832,12.916524506721135,1,BR,DE
5234960740909056,5196571438219264,11.431777477591288,1,NO,GR
5060064303906816,5364538142621696,13.099994441967414,1,SA,DE
6575134586437632,5420594516459520,10.901721762256877,1,US,US
5066280463761408,5894613040627712,11.69000803831296,1,US,VN
4734759370489856,5554180326424576,12.391953090613132,1,PH,AU
5514605310771200,6745905996759040,10.120352086598349,1,BR,FI
6145124608245760,4649452461621248,8.989357096160209,1,AE,AE
6330883990618112,4508071537672192,11.178424515391564,1,AU,IT
4792682842947584,5191025289068544,12.537755596961853,1,NL,US
6440855005036544,6192730713620480,11.566227264096485,1,GB,RO
5883209902456832,6588785569562624,13.190357428842072,1,FI,RU
5920337445257216,6474700483985408,12.041925627976104,1,DK,SA
5054707103956992,4831827426541568,12.35379280817456,1,HU,FI
5017819794112512,5333845102559232,11.460011546308483,1,HR,GB
6028958275469312,5974262907142144,11.89286015112403,1,PL,DE
6384367058288640,6462401308262400,12.290444003433489,1,NL,IT
6451845855707136,5261076054671360,12.279547786965345,1,VN,SA
5769634710028288,6310689155055616,14.265771282015033,2,RU,DE
5152755251412992,5408243964706816,14.142655313067651,2,FR,HU
5700539759198208,5178952307965952,14.519670670625569,2,HR,NO
6055028194279424,5478941777199104,14.922035766008829,2,BR,HU
5632742962233344,6091031462281216,13.574634745621536,2,BR,FR
6330493081485312,5770384953573376,14.522379533442763,2,PL,DE
5763871199461376,5934474938286080,15.101490063807834,2,RO,SE
6328952081612800,6116619099045888,15.315697053616875,2,FR,BG
6412344051630080,6695137872707584,14.833420465253603,2,ZA,MY
6735066568851456,5013595093991424,14.98075296660513,2,KR,PT
5800194610298880,6494262365519872,14.684484247950111,2,GB,IT
6664505624887296,5763260240363520,14.24334203364469,2,BR,IN
6489907990102016,6377681136386048,13.30015275009245,2,DE,PL
5324995368583168,5577117750263808,15.359150725823252,2,SE,DE
4619772878651392,5231395112747008,14.126956495686704,2,FR,PH
5547960492359680,5301982686347264,15.167033296889704,2,US,US
