1979,AC,20
1979,AE,348
1979,AF,3992
1979,AG,1522
1979,AJ,291
1979,AL,1340
1979,AM,208
1979,AO,1530
1979,AR,948
1979,AS,1406
1979,AU,2132
1979,AV,12
1979,AY,6
1979,BA,333
1979,BB,78
1979,BC,576
1979,BD,69
1979,BE,1139
1979,BF,128
1979,BG,886
1979,BH,19
1979,BK,72
1979,BL,706
1979,BM,621
1979,BN,200
1979,BO,138
1979,BP,2
1979,BR,689
1979,BT,27
1979,BU,3179
1979,BX,96
1979,BY,148
1979,CA,2190
1979,CB,5924
1979,CD,524
1979,CE,714
1979,CF,129
1979,CG,285
1979,CH,33541
1979,CI,1179
1979,CJ,3
1979,CM,372
1979,CN,4
1979,CO,647
1979,CQ,53
1979,CS,1215
1979,CT,445
1979,CU,3736
1979,CV,67
1979,CW,14
1979,CY,1154
1979,DA,585
1979,DJ,136
1979,DO,119
1979,DR,220
1979,EC,278
1979,EG,11310
1979,EI,2609
1979,EK,118
1979,EN,96
1979,ER,281
1979,ES,1006
1979,ET,1374
1979,EZ,3277
1979,FG,5
1979,FI,1742
1979,FJ,102
1979,FK,1
1979,FM,66
1979,FP,5
1979,FR,7628
1979,GA,65
1979,GB,156
1979,GG,156
1979,GH,787
1979,GI,5
1979,GJ,290
1979,GL,23
1979,GM,6615
1979,GP,65
1979,GQ,10
1979,GR,1732
1979,GT,356
1979,GV,464
1979,GY,392
1979,GZ,180
1979,HA,89
1979,HK,369
1979,HO,181
1979,HR,714
1979,HU,4544
1979,IC,147
1979,ID,1793
1979,IN,2170
1979,IR,21300
1979,IS,17311
1979,IT,4184
1979,IV,136
1979,IZ,3506
1979,JA,6695
1979,JE,2
1979,JM,286
1979,JO,1900
1979,KE,1650
1979,KG,25
1979,KN,1917
1979,KR,14
1979,KS,3063
1979,KU,1421
1979,KV,27
1979,KZ,133
1979,LA,2567
1979,LE,4764
1979,LG,130
1979,LH,208
1979,LI,681
1979,LO,2432
1979,LS,8
1979,LT,138
1979,LU,241
1979,LY,1919
1979,MA,162
1979,MB,10
1979,MC,70
1979,MD,9
1979,MG,727
1979,MH,20
1979,MI,153
1979,MJ,87
1979,MK,478
1979,ML,180
1979,MN,9
1979,MO,1144
1979,MP,53
1979,MR,495
1979,MT,243
1979,MU,371
1979,MV,34
1979,MX,2782
1979,MY,1663
1979,MZ,1875
1979,NC,6
1979,NE,2
1979,NG,125
1979,NH,4
1979,NI,1535
1979,NL,872
1979,NO,633
1979,NP,393
1979,NR,9
1979,NS,20
1979,NU,4252
1979,NZ,378
1979,OC,289
1979,OS,157
1979,PA,169
1979,PE,625
1979,PF,7
1979,PK,3190
1979,PL,6612
1979,PM,839
1979,PO,1344
1979,PP,68
1979,PS,26
1979,PU,153
1979,QA,184
1979,RB,1191
1979,RE,3
1979,RI,190
1979,RO,3777
1979,RP,1726
1979,RQ,170
1979,RS,27338
1979,RW,115
1979,SA,2691
1979,SE,212
1979,SF,6706
1979,SG,515
1979,SI,277
1979,SL,236
1979,SM,35
1979,SN,601
1979,SO,825
1979,SP,2864
1979,ST,11
1979,SU,1354
1979,SV,2
1979,SW,1466
1979,SY,3119
1979,SZ,1500
1979,TD,98
1979,TH,6453
1979,TI,52
1979,TN,14
1979,TO,256
1979,TP,33
1979,TS,558
1979,TT,64
1979,TU,4904
1979,TV,2
1979,TW,883
1979,TX,39
1979,TZ,2657
1979,UG,4477
1979,UK,15721
1979,UP,470
1979,US,42289
1979,UV,57
1979,UY,92
1979,UZ,222
1979,VC,31
1979,VE,1351
1979,VM,19684
1979,VQ,44
1979,VT,91
1979,WA,1047
1979,WE,1609
1979,WI,223
1979,WS,18
1979,WZ,35
1979,YI,680
1979,YM,926
1979,ZA,3017
1979,ZI,7255
1979,null,22232
1980,AC,30
1980,AE,425
1980,AF,18189
1980,AG,2419
1980,AJ,303
1980,AL,752
1980,AM,233
1980,AO,1156
1980,AQ,6
1980,AR,1447
1980,AS,1742
1980,AU,1945
1980,AV,4
1980,AY,6
1980,BA,295
1980,BB,89
1980,BC,375
1980,BD,72
1980,BE,1412
1980,BF,336
1980,BG,1195
1980,BH,28
1980,BK,26
1980,BL,1449
1980,BM,915
1980,BN,123
1980,BO,112
1980,BP,5
1980,BR,1431
1980,BT,34
1980,BU,2625
1980,BX,101
1980,BY,103
1980,CA,3752
1980,CB,3447
1980,CD,756
1980,CE,564
1980,CF,188
1980,CG,418
1980,CH,28394
1980,CI,936
1980,CJ,1
1980,CM,244
1980,CN,6
1980,CO,2369
1980,CQ,43
1980,CS,789
1980,CT,102
1980,CU,4940
1980,CV,101
1980,CW,8
1980,CY,1237
1980,DA,605
1980,DJ,152
1980,DO,23
1980,DR,500
1980,EC,269
1980,EG,10422
1980,EI,1802
1980,EK,49
1980,EN,125
1980,ER,249
1980,ES,3250
1980,ET,1619
1980,EZ,2544
1980,FG,13
1980,FI,1742
1980,FJ,84
1980,FM,96
1980,FO,9
1980,FP,3
1980,FR,11411
1980,GA,73
1980,GB,192
1980,GG,273
1980,GH,624
1980,GI,29
1980,GJ,284
1980,GL,54
1980,GM,9284
1980,GP,32
1980,GQ,53
1980,GR,2252
1980,GT,825
1980,GV,496
1980,GY,358
1980,GZ,228
1980,HA,733
1980,HK,156
1980,HO,382
1980,HR,426
1980,HU,3542
