country1,country2,dist,word
Australia,Brazil,1.0882481336593628,dumbbell
Australia,Canada,0.7916197776794434,dumbbell
Australia,Czech Republic,1.2625088691711426,dumbbell
Australia,Finland,0.7794698476791382,dumbbell
Australia,France,1.1286911964416504,dumbbell
Australia,Germany,0.9295677542686462,dumbbell
Australia,Hungary,0.8623068928718567,dumbbell
Australia,Italy,0.7079634070396423,dumbbell
Australia,"Korea, South",0.860138475894928,dumbbell
Australia,Philippines,0.9696435928344727,dumbbell
Australia,Poland,0.8598361611366272,dumbbell
Australia,Russia,1.080593228340149,dumbbell
Australia,Saudi Arabia,0.8242648243904114,dumbbell
Australia,Sweden,0.5210692286491394,dumbbell
Australia,Thailand,0.8248413801193237,dumbbell
Australia,United Kingdom,0.5918391942977905,dumbbell
Australia,United States,0.6456893086433411,dumbbell
Brazil,Canada,0.6863645911216736,dumbbell
Brazil,Czech Republic,0.6844311952590942,dumbbell
Brazil,Finland,1.64963960647583,dumbbell
Brazil,France,0.4209846556186676,dumbbell
Brazil,Germany,0.5592796206474304,dumbbell
Brazil,Hungary,0.5578176975250244,dumbbell
Brazil,Italy,1.3763599395751953,dumbbell
Brazil,"Korea, South",0.6193553805351257,dumbbell
Brazil,Philippines,0.4912987947463989,dumbbell
Brazil,Poland,0.583980917930603,dumbbell
Brazil,Russia,0.6734687685966492,dumbbell
Brazil,Saudi Arabia,1.6883832216262817,dumbbell
Brazil,Sweden,1.207983136177063,dumbbell
Brazil,Thailand,0.6353237628936768,dumbbell
Brazil,United Kingdom,1.0824260711669922,dumbbell
Brazil,United States,1.2186397314071655,dumbbell
Canada,Czech Republic,0.8940666317939758,dumbbell
Canada,Finland,1.1781349182128906,dumbbell
Canada,France,0.8497249484062195,dumbbell
Canada,Germany,0.6726142168045044,dumbbell
Canada,Hungary,0.5712966322898865,dumbbell
Canada,Italy,0.9023059010505676,dumbbell
Canada,"Korea, South",0.688142716884613,dumbbell
Canada,Philippines,0.6193326711654663,dumbbell
Canada,Poland,0.5150966644287109,dumbbell
Canada,Russia,0.7190151214599609,dumbbell
Canada,Saudi Arabia,1.1835846900939941,dumbbell
Canada,Sweden,0.787224531173706,dumbbell
Canada,Thailand,0.5763700604438782,dumbbell
Canada,United Kingdom,0.751725435256958,dumbbell
Canada,United States,0.94387054443359375,dumbbell
Czech Republic,Finland,1.7772977352142334,dumbbell
Czech Republic,France,0.7344533205032349,dumbbell
Czech Republic,Germany,0.7967674732208252,dumbbell
Czech Republic,Hungary,0.6985942125320435,dumbbell
Czech Republic,Italy,1.5399386882781982,dumbbell
Czech Republic,"Korea, South",0.9137197732925415,dumbbell
Czech Republic,Philippines,0.753477931022644,dumbbell
Czech Republic,Poland,0.6701415777206421,dumbbell
Czech Republic,Russia,0.8533098101615906,dumbbell
Czech Republic,Saudi Arabia,1.8339202404022217,dumbbell
Czech Republic,Sweden,1.4068617820739746,dumbbell
Czech Republic,Thailand,1.0203051567077637,dumbbell
Czech Republic,United Kingdom,1.315062403678894,dumbbell
Czech Republic,United States,1.383577823638916,dumbbell
Finland,France,1.7152037620544434,dumbbell
Finland,Germany,1.4126734733581543,dumbbell
Finland,Hungary,1.3708667755126953,dumbbell
Finland,Italy,0.5755810737609863,dumbbell
Finland,"Korea, South",1.317212700843811,dumbbell
Finland,Philippines,1.556567668914795,dumbbell
Finland,Poland,1.3208186626434326,dumbbell
Finland,Russia,1.4369527101516724,dumbbell
Finland,Saudi Arabia,0.5559014081954956,dumbbell
Finland,Sweden,0.8131539821624756,dumbbell
Finland,Thailand,1.2954442501068115,dumbbell
Finland,United Kingdom,0.7964946627616882,dumbbell
Finland,United States,0.9308559894561768,dumbbell
France,Germany,0.5772268176078796,dumbbell
France,Hungary,0.6348496079444885,dumbbell
France,Italy,1.4469138383865356,dumbbell
France,"Korea, South",0.6704807877540588,dumbbell
France,Philippines,0.6406043171882629,dumbbell
France,Poland,0.6864709854125977,dumbbell
France,Russia,0.76296466588974,dumbbell
France,Saudi Arabia,1.7633875608444214,dumbbell
France,Sweden,1.2660956382751465,dumbbell
France,Thailand,0.7352770566940308,dumbbell
France,United Kingdom,1.1576992273330688,dumbbell
France,United States,1.2787635326385498,dumbbell
Germany,Hungary,0.5322484374046326,dumbbell
Germany,Italy,1.1738909482955933,dumbbell
Germany,"Korea, South",0.6485661864280701,dumbbell
Germany,Philippines,0.5669025778770447,dumbbell
Germany,Poland,0.6670873761177063,dumbbell
Germany,Russia,0.728276252746582,dumbbell
Germany,Saudi Arabia,1.4478778839111328,dumbbell
Germany,Sweden,0.9749710559844971,dumbbell
Germany,Thailand,0.7166882753372192,dumbbell
Germany,United Kingdom,0.8421853184700012,dumbbell
Germany,United States,0.948433518409729,dumbbell
Hungary,Italy,1.092821478843689,dumbbell
Hungary,"Korea, South",0.6943222880363464,dumbbell
Hungary,Philippines,0.5683274865150452,dumbbell
Hungary,Poland,0.561063826084137,dumbbell
Hungary,Russia,0.695375919342041,dumbbell
Hungary,Saudi Arabia,1.3919776678085327,dumbbell
Hungary,Sweden,0.9556788802146912,dumbbell
Hungary,Thailand,0.6553601026535034,dumbbell
Hungary,United Kingdom,0.8709697723388672,dumbbell
Hungary,United States,0.9623132944107056,dumbbell
Italy,"Korea, South",1.0871883630752563,dumbbell
Italy,Philippines,1.2577860355377197,dumbbell
Italy,Poland,1.039703607559204,dumbbell
Italy,Russia,1.131897211074829,dumbbell
Italy,Saudi Arabia,0.60951828956604,dumbbell
Italy,Sweden,0.6754775047302246,dumbbell
Italy,Thailand,1.0238888263702393,dumbbell
Italy,United Kingdom,0.681239664554596,dumbbell
Italy,United States,0.9461972713470459,dumbbell
"Korea, South",Philippines,0.7138980031013489,dumbbell
"Korea, South",Poland,0.6941851377487183,dumbbell
"Korea, South",Russia,0.6005944013595581,dumbbell
"Korea, South",Saudi Arabia,1.3809056282043457,dumbbell
"Korea, South",Sweden,1.0222676992416382,dumbbell
"Korea, South",Thailand,0.5904751420021057,dumbbell
"Korea, South",United Kingdom,0.8605863451957703,dumbbell
"Korea, South",United States,1.019761085510254,dumbbell
Philippines,Poland,0.6329626441001892,dumbbell
Philippines,Russia,0.7200431823730469,dumbbell
Philippines,Saudi Arabia,1.5467950105667114,dumbbell
Philippines,Sweden,1.042317271232605,dumbbell
Philippines,Thailand,0.5705469846725464,dumbbell
Philippines,United Kingdom,0.9723684787750244,dumbbell
Philippines,United States,1.1151882410049438,dumbbell
Poland,Russia,0.7352454662322998,dumbbell
Poland,Saudi Arabia,1.361689567565918,dumbbell
Poland,Sweden,0.9677548408508301,dumbbell
Poland,Thailand,0.6913564801216125,dumbbell
Poland,United Kingdom,0.9113216400146484,dumbbell
Poland,United States,0.9990395307540894,dumbbell
Russia,Saudi Arabia,1.4689979553222656,dumbbell
Russia,Sweden,1.210193395614624,dumbbell
Russia,Thailand,0.792949378490448,dumbbell
Russia,United Kingdom,1.0169150829315186,dumbbell
Russia,United States,1.2516021728515625,dumbbell
Saudi Arabia,Sweden,0.79428863525390625,dumbbell
Saudi Arabia,Thailand,1.28962242603302,dumbbell
Saudi Arabia,United Kingdom,0.861847460269928,dumbbell
Saudi Arabia,United States,0.8968188166618347,dumbbell
Sweden,Thailand,0.887260377407074,dumbbell
Sweden,United Kingdom,0.5633944869041443,dumbbell
Sweden,United States,0.69913250207901,dumbbell
Thailand,United Kingdom,0.8393866419792175,dumbbell
Thailand,United States,1.0337103605270386,dumbbell
United Kingdom,United States,0.70958411693573,dumbbell
